Song,Film/Album,Artists
Sochenge Tumhe Pyaar,Deewana,Kumar Sanu
Tere Dard Se Dil,Deewana,Kumar Sanu
Teri Isi Ada Pe Sanam,Deewana,"Kumar Sanu, Sadhana Sargam"
Teri Umeed Tera Intezar,Deewana,"Kumar Sanu, Sadhana Sargam"
Teri Umeed Tera Intezar 2,Deewana,"Kumar Sanu, Sadhana Sargam"
Jab Se Mile Do Dil,Deewana Hoon Pagal Nahi,Kumar Sanu
Nazaro Me Rang Hai Tumhare Labo Ka,Deewana Hoon Pagal Nahi,"Kumar Sanu, Alka Yagnik, Vijeta Pandit"
Pyar Ke Hain Hum Deewane,Deewane,"Kumar Sanu, Udit Narayan, Alka Yagnik"
Dhire Dhire Balam,Dhaal,Kumar Sanu
Gussa Ussa Chhod,Dhaal,"Kumar Sanu, Anu Malik"
Whiskey Whiskey,Dhaal,Kumar Sanu
Dil Ne Yeh Kaha Hai Dil Se,Dhadkan,"Kumar Sanu, Udit Narayan, Alka Yagnik"
Tum Dil Ki Dhadkan Mein (Sad),Dhadkan,Kumar Sanu
Enam Maro Deti Ja,Dharam Sankat,"Kumar Sanu, Sonali Vajpayee"
Roothona Jane Tamana,Dharma Karma,"Kumar Sanu, Kavita Krishnamurthy"
Teri Nakori Ne,Dharma Karma,Kumar Sanu
Khamoshi Hai Ek Baja Hai,Dhartiputra,Kumar Sanu
Mausam Rangila Hai,Dhartiputra,Kumar Sanu
Mera Tohfa Too Kar Le Kabool,Dhartiputra,Kumar Sanu
Saare Rango Se Hai,Dhartiputra,"Kumar Sanu, Alka Yagnik, Alisha Chinai"
Na Tum Bolo,Dhoondte Reh Jaaoge!,"Kumar Sanu, Alka Yagnik"
Abhi Abhi Maine Khat,Dil Apne Aur Preet Paraee,"Kumar Sanu, Kavita Krishnamurti, Alka Yagnik"
Dil Apna Preet Parayi,Dil Apne Aur Preet Paraee,Kumar Sanu
Koun Root Ke Tum,Dil Apne Aur Preet Paraee,Kumar Sanu
Yeh Aankhen Yeh Palke,Dil Apne Aur Preet Paraee,Kumar Sanu
Tere Badle,Dil Churaya Aapne,"Kumar Sanu, Kavita Krishnamurti"
Adayain Bhi Hai,Dil Hai Ke Manta Nahin,"Kumar Sanu, Anuradha Paudwal"
Dil Hai Ke Manta Nahin,Dil Hai Ke Manta Nahin,"Kumar Sanu, Anuradha Paudwal"
Kaise Mizaj Aap Ke Hain,Dil Hai Ke Manta Nahin,"Kumar Sanu, Anuradha Paudwal"
Tu Pyar Hai Kisi Aur Ka,Dil Hai Ke Manta Nahin,"Kumar Sanu, Anuradha Paudwal"
Dil Hai Tumhaara,Dil Hai Tumhaara,Kumar Sanu
Kasam Khake Kaho,Dil Hai Tumhaara,Kumar Sanu
Mohabbat Dil Ka Sakoon,Dil Hai Tumhaara,"Kumar Sanu, Udit Narayan, Alka Yagnik"
Dil Jigar Nazar Kya Hai,Dil Ka Kya Kasoor,Kumar Sanu
Dil Ka Kya Kasoor,Dil Ka Kya Kasoor,Kumar Sanu
Ga Raha Hoon Is Mehfil Mein,Dil Ka Kya Kasoor,Kumar Sanu
Khata To Jab Ho,Dil Ka Kya Kasoor,"Kumar Sanu, Alka Yagnik"
Mera Sanam Sabse Pyara Hai,Dil Ka Kya Kasoor,"Kumar Sanu, Asha Bhosle"
Milne Ki Tum Koshish Karna,Dil Ka Kya Kasoor,"Kumar Sanu, Asha Bhosle"
Dil Chura,Dil Ka Rishta,Kumar Sanu
Dil Ka Rishta,Dil Ka Rishta,"Kumar Sanu, Udit Narayan, Alka Yagnik, Sapna Awasthi"
Hai Dil Mera Dil,Dil Ka Rishta,Kumar Sanu
Kitna Majboor Ho Gaya Hu Main,Dil Ka Rishta,Kumar Sanu
Saajan Saajan,Dil Ka Rishta,Kumar Sanu
Dil Ke Jharoke Main,Dil Ke Jharoke Main,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Shahe Dilbara,Dil Ke Jharoke Main,Kumar Sanu
Shama Ne Jalaaya Ho (Sad),Dil Ke Jharoke Main,Kumar Sanu
Aayegi Barsaat Kahan Jayeinge,Dil Kitna Nadan Hai,"Kumar Sanu, Alka Yagnik"
Dil Kitna Nadan Hai,Dil Kitna Nadan Hai,Kumar Sanu
Mohabbat Ka Maza Paya,Dil Kitna Nadan Hai,Kumar Sanu
Mohabbat Naam Hai Kiska,Dil Kitna Nadan Hai,Kumar Sanu
Nazar Ki Baat Hai,Dil Kitna Nadan Hai,Kumar Sanu
Yeh Dil Kya Kare (Sad),Dil Kya Kare,"Kumar Sanu, Alka Yagnik"
Kisi Ki Lagi Is Dil Ko,Dil Mein Basakar Dekho,Kumar Sanu
Pehli Nazar Kar Gai,Dil Mein Basakar Dekho,Kumar Sanu
Oh Mere Humrahi,Dil Mile Na Mile,Kumar Sanu
Ye Mausam,Dil Ne Phir Yaad Kiya,"Kumar Sanu, Alka Yagnik"
Dil Tera Aashiq,Dil Tera Aashiq,"Kumar Sanu, Alka Yagnik"
Pyar Ke Badle Pyar Milega,Dil Tera Aashiq,Kumar Sanu
Ban Ke Mohabbat Tum To Base Ho,Dil Tera Diwana,"Kumar Sanu, Alka Yagnik"
Dil Pe Lahu Se Likh Diya,Dil Tera Diwana,Kumar Sanu
Chanda Ki Chandni,Dil To Pagal Hai,"Kumar Sanu, Lata Mangeshkar"
Raat Kali Ek Khwab,Dil Vil Pyar Vyar,Kumar Sanu
Yaadon Ki Baaraat,Dil Vil Pyar Vyar,Kumar Sanu
Hum Tum Yun Milte Rahe To,Dilbar,"Kumar Sanu, Kavita Krishnamurthy, Alka Yagnik"
Mere Dil Mein Lage Hain,Dilbar,Kumar Sanu
Padh Leti Hai Nazar,Dilbar,Kumar Sanu
Sabhi Ko Khuda Ki Khudai,Dilbar,"Kumar Sanu, Alka Yagnik"
Ek Baat Main Apne Dil,Diljale,Kumar Sanu
Jis Ke Aane Se,Diljale,Kumar Sanu
Mera Mulk Mera Desh,Diljale,"Kumar Sanu, Alka Yagnik, Aditya Narayan"
Mera Mulk Mera Desh (Sad),Diljale,Kumar Sanu
Main Kya Karoon,Dillagi,Kumar Sanu
Ek Aisi Ladki,Dilwale,Kumar Sanu
Jeeta Hoon Jiske Liye,Dilwale,Kumar Sanu
Jeeta Tha Jiske Liye,Dilwale,Kumar Sanu
Jo Tumhein Chahe,Dilwale,Kumar Sanu
Kitna Haseen Chehra,Dilwale,"Kumar Sanu, Alka Yagnik"
Saaton Janam Main Tere,Dilwale,Kumar Sanu
Tujhe Dekha Toh,Dilwale Dulhania Le Jayenge,"Kumar Sanu, Lata Mangeshkar"
Ab To Bina Tumhare,Dilwale Kabhi Na Hare,Kumar Sanu
Dilwale Kabhi Na Hare,Dilwale Kabhi Na Hare,"Kumar Sanu, Shabbir Kumar"
Dono Ke Husn Mein,Dilwale Kabhi Na Hare,"Kumar Sanu, Rajeshwari"
Hum Pyar Karte Hain,Dilwale Kabhi Na Hare,"Kumar Sanu, Nitin Mukesh, Alka Yagnik"
Khushboo Tumhare Pyar Ki,Dilwale Kabhi Na Hare,"Kumar Sanu, Alka Yagnik"
Tu Meri Hai,Dilwale Kabhi Na Hare,"Kumar Sanu, Alka Yagnik"
Ganapati,Din Dahade,"Kumar Sanu, Suresh Wadkar"
Kaam Jahan Mein,Din Dahade,Kumar Sanu
Ladi Ladi Jabse Nazar,Din Dahade,"Kumar Sanu, Asha Bhosle"
Aapko Dekh Kar,Divya Shakti,"Kumar Sanu, Alka Yagnik"
Batha Mujko Sanam Mere,Divya Shakti,"Kumar Sanu, Alka Yagnik"
Nahin Nahin Kabhi Nahin,Divya Shakti,Kumar Sanu
O Mere Gudde Raja,Divya Shakti,"Kumar Sanu, Asha Bhosle"
Sang Sang Chalunga Mein,Divya Shakti,Kumar Sanu
Dhoom Tara Tara Dhoom Tara Tara,Diya Aur Toofan,"Kumar Sanu, Kavita Krishnamurthy"
Ho Gaya Ji Ho Gaya,Do Ankhen Barah Hath,Kumar Sanu
Jo Bhi Dekhe Aap Ko,Do Ankhen Barah Hath,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Kasam Se Kasam Se,Do Ankhen Barah Hath,Kumar Sanu
Mile Jo Tere Naina,Do Ankhen Barah Hath,Kumar Sanu
Dushman Dilon Ka Jhala,Do Hanso Ka Joda,Kumar Sanu
Aankhon Ki Chandni,Do Numbri,"Kumar Sanu, Alka Yagnik"
Dil To Pagal Hai,Dosh,Kumar Sanu
Yeh Kaisi Bebasi,Dosh,Kumar Sanu
Dhak Dhak Dil Dhadke,Dosti Ki Saugandh,"Kumar Sanu, Poornima, Alka Yagnik"
Ek Pal Aaja Re Mahiya,Dosti Ki Saugandh,Kumar Sanu
Meri Choli Me Chhappan Karod,Dosti Ki Saugandh,Kumar Sanu
Dil Yahin Kahin Kho,Dulaara,Kumar Sanu
Sajan Re Sajan Kehta,Dulaara,Kumar Sanu
Tumhi Se Tumhi Ko,Dulaara,"Kumar Sanu, Alka Yagnik"
Dulhan Hum Le Jayenge,Dulhan Hum Le Jayenge,Kumar Sanu
Hai Na Bolo,Dulhan Hum Le Jayenge,Kumar Sanu
Mujhse Shaadi Karogi,Dulhan Hum Le Jayenge,"Kumar Sanu, Alka Yagnik, Shankar Mahadevan, Ehsaan Noorani, Sunita Rao"
Dard Karaara,Dum Laga Ke Haisha,"Kumar Sanu, Sadhana Sargam"
Tu,Dum Laga Ke Haisha,Kumar Sanu
Ek Sharaarat,Duplicate,Kumar Sanu
Kathai Aankhon Wali,Duplicate,"Kumar Sanu, Kavita Krishnamurthy"
Wah Ji Wah,Duplicate,Kumar Sanu
Khoobsurat Ho Sakti Hai,Dushman,Kumar Sanu
Pyar Ko Ho Jane Do,Dushman,"Kumar Sanu, Lata Mangeshkar"
Mere Samne Gudiya Japani Hai,Dushman Duniya Ka,"Kumar Sanu, Alka Yagnik"
Tanha Dil Sulagta Tha,Dushman Duniya Ka,Kumar Sanu
Tumko Rulata Hi Raha,Dushman Duniya Ka,Kumar Sanu
Mausam Pyara Bheega Bheega,Dushman Zamana,"Kumar Sanu, Alka Yagnik"
Mohabbat Ki Kitabon Mein,Dushman Zamana,Kumar Sanu
Ladki Kunwari Thi,Dushmani: A Violent Love Story,Kumar Sanu
Mera Salaam Le,Dushmani: A Violent Love Story,"Kumar Sanu, Udit Narayan, Kavita Krishnamurthy, Suresh Wadkar, Alka Yagnik"
Eena Ko Mil Gayee Meena,Eena Meena Deeka,"Kumar Sanu, Poornima"
Saiyan Ke Saath Madhaiya,Eena Meena Deeka,Kumar Sanu
Towel Mein Baahar Jaaogi,Eena Meena Deeka,Kumar Sanu
Meri Seeti Baj Gayee,Ek Hi Raasta,Kumar Sanu
Nazrein Mila Le Chori Chori,Ek Hi Raasta,"Kumar Sanu, Anuradha Paudwal"
Tere Mere Pyar Ka,Ek Hi Raasta,"Kumar Sanu, Bela Sulakhe, Sadhana Sargam"
Kitna Pyar Tumhe Karte Hain,Ek Ladka Ek Ladki,"Kumar Sanu, Sadhana Sargam"
Jaanam Mere Humdum Meri Zindagi,Ek Phool Teen Kante,Kumar Sanu
Ye Kaisa Nasha,Ek Phool Teen Kante,"Kumar Sanu, Alka Yagnik"
Dil Deewana Dhoondta Hai,Ek Rishtaa: The Bond of Love,"Kumar Sanu, Mohammed Aziz, Alka Yagnik, Sarika Kapoor"
Dil Lagaane Ki Sazaa,Ek Rishtaa: The Bond of Love,Kumar Sanu
Ek Dil Hai,Ek Rishtaa: The Bond of Love,Kumar Sanu
Hum Khush Hue,Ek Rishtaa: The Bond of Love,Kumar Sanu
Aankhon Hi Aankhon Mein,Ek Se Badhkar Ek,"Kumar Sanu, Sunidhi Chauhan"
Ek Tha Dil Ek Thi Dhadkan,Ek Tha Dil Ek Thi Dhadkan,Kumar Sanu
Halka Halka Chhaya,Ek Tha Raja,"Kumar Sanu, Sadhna Sargam"
Dil Ko Zara Sa Aaram Denge,Ekka Raja Rani,Kumar Sanu
Ishq Karoge To Dard Milega,Ekka Raja Rani,"Kumar Sanu, Udit Narayan, Alka Yagnik"
Pyar Karo To Aise,Ekka Raja Rani,Kumar Sanu
Laal Laal Gaal,Elaan,Kumar Sanu
Mil Ke Tumhari,Elaan,Kumar Sanu
Naino Ko Baatein Karne Do,Elaan,"Kumar Sanu, Lata Mangeshkar, Poornima, Sadhana Sargam"
Subah Hui Sham Hui,Elaan,Kumar Sanu
Turu Ru Turu Ru,Elaan,Kumar Sanu
Deewana Main Tera Deewana,English Babu Desi Mem,"Kumar Sanu, Alka Yagnik"
Jeete Hain Yahan,Escape From Taliban,"Kumar Sanu, Sneha Pant"
Aankhon Se Dil Mein Uttar Ke,Fareb,"Kumar Sanu, Alka Yagnik"
Pyar Ka Pehla Pehla,Fareb,Kumar Sanu
Tarana Mere Dil Ka,Fauj,Kumar Sanu
Teri Nazar Ne Humko,Fauj,"Kumar Sanu, Kavita Krishnamurthy"
Tum Ko Choo Ke Kiya Hai,Fauj,Kumar Sanu
Tere Bina Nahin Hai Guzaa,Fauji,Kumar Sanu
Aaj Kaho Sanam Jitna Pyar Karu Tumhe Utna,Fida,"Kumar Sanu, Alka Yagnik"
Khwabon Ki Ye Zameen Hai,Film Star,Kumar Sanu
Dosti Miltey Hai,Footpath,Kumar Sanu
Aaj Kal Ki Nahin,Gaddaar,"Kumar Sanu, Alka Yagnik, Sadhana Sargam, Udit Narayan, Bali Brahmbhatt, Sapna Mukherjee, Sonu Nigam"
Mohabbat Woh Karega,Gaddaar,Kumar Sanu
Sun To Zara,Gaddaar,Kumar Sanu
Tumse Milne Ko,Gaddaar,Kumar Sanu
Aaj Ki Raat Naya Geet,Gair,"Kumar Sanu, Poornima, Alka Yagnik, Kavita Krishnamurthy"
Aankhon Mein Mohabbat Hai,Gair,Kumar Sanu
Mere Dil Ne Chupke Se,Gair,Kumar Sanu
Tu Aaja Meri Bahon Mein,Gair,Kumar Sanu
Hum Unse Mohabbat Kar Ke,Gambler,"Kumar Sanu, Alka Yagnik"
Yaar Daakiye Mere Kabootar,Gambler,Kumar Sanu
Dil Hai Bechain Aaja,Gang,"Kumar Sanu, Sadhana Sargam"
Aaye Re Aaye,Gangster,"Kumar Sanu, Asha Bhosle"
Tere Hai Deewana Dil,Garv: Pride & Honour,"Kumar Sanu, Anuradha Paudwal"
Prem Patra Aaya Hai Usne Bulaya Hai,Geet,Kumar Sanu
Tujh Se Mujhe Pyar Tha,Geet,"Kumar Sanu, Alka Yagnik"
Bina Tumhare Char Kadam,Geetanjali,Kumar Sanu
Pyar Ke Rishte,Geetanjali,"Kumar Sanu, Kavita Krishnamurthy"
Tumhe Chahata Hoon,Geetanjali,Kumar Sanu
Aate Jaate Ye Hawa,Ghaav: The Wound,Kumar Sanu
Kudiye Jawab Nahi,Ghaav: The Wound,Kumar Sanu
Chori Chori Khel Gori,Ghabrahat,"Kumar Sanu, Hemlata, Sushil Kumar"
Tera Naam Mera Naam,Ghar Aaya Mera Pardesi,"Kumar Sanu, Anuradha Paudwal"
Dekho Zara Dekho,Ghar Ka Kanoon,"Kumar Sanu, Alka Yagnik"
Payel Bole Re,Ghar Ka Kanoon,Kumar Sanu
Bewafa Bewafa Ho Tum,Ghar Ki Izzat,Kumar Sanu
Beech Bajariya Ladi Najariya,Ghar Parivar,Kumar Sanu
Road Romeo,Ghar Parivar,"Kumar Sanu, Satyanarayan Rao"
Tara Rara Rara,Gharwali Baharwali,"Kumar Sanu, Anuradha Sriram"
Sochna Kya,Ghayal,"Kumar Sanu, Shabbir Kumar, Asha Bhosle"
Sochna Kya (Sad),Ghayal,Kumar Sanu
Chunri Pyar Ki Udai,Ghazab Tamasha,"Kumar Sanu, Kavita Krishnamurthy"
Deewana Deewana,Ghazab Tamasha,"Kumar Sanu, Kavita Krishnamurthy"
Duniya To Yaar Hai,Ghazab Tamasha,Kumar Sanu
Duniya To Yaar Hai (Sad),Ghazab Tamasha,Kumar Sanu
Pee Ke Shiv Shankar,Ghazab Tamasha,"Kumar Sanu, Sadhana Sargam"
Ankhiyan Na Maaro,Gho Gho Rani,Kumar Sanu
Bhola Bhala Dil Ka,Gho Gho Rani,Kumar Sanu
Title Song,Gho Gho Rani,"Kumar Sanu, Sadhana Sargam"
Aankhon Se Tune Kya,Ghulam,"Kumar Sanu, Alka Yagnik"
Jadu Hai Tera Hi Jadu,Ghulam,Kumar Sanu
Tere Chehre Se,Girlfriend,"Kumar Sanu, Shreya Ghoshal"
Aaya Tha Dhondne Nokri,God and Gun,Kumar Sanu
Tu Meri Ibtida Hai,God and Gun,"Kumar Sanu, Sadhana Sargam"
Kabhi Dil Se,Godjee Sermoniser Of Geeta,"Kumar Sanu, Sadhana Sargam"
Aaj Akele Main,Gopalaa,"Kumar Sanu, Kavita Krishnamurti"
Pyar Banke Nasha,Gopalaa,Kumar Sanu
Tumhari Kasam,Gopalaa,Kumar Sanu
Chatri Na Khol Barsaat Mein,Gopi Kishan,Kumar Sanu
Hayy Hukku Hai Hai,Gopi Kishan,Kumar Sanu
I Love You,Gopi Kishan,Kumar Sanu
Yeh Ishq Hai Kya,Gopi Kishan,"Kumar Sanu, Alka Yagnik, Poornima"
Daddy Se Poochh Lena,Guddu,Kumar Sanu
Dil Hai Pyare,Guddu,Kumar Sanu
Hum Dono Panchhi,Guddu,"Kumar Sanu, Sadhana Sargam, Devki Pandit"
Pyar Mera Zindagi,Guddu,Kumar Sanu
Har Pal Chahe Mera Dil,Gudgudee,"Kumar Sanu, Kavita Krishnomurti"
Kyun Phisalta Hai Dil,Gudgudee,Kumar Sanu
Main To Pritam Ko,Gudgudee,Kumar Sanu
Mausam Suhaana Hai,Gudgudee,Kumar Sanu
Naa Hone Denge,Gumnaam - The Mystery,"Kumar Sanu, Alka Yagnik"
Ae Sanam Ae Sanam,Gunahon Ka Devta,"Kumar Sanu, Alka Yagnik"
Teri Aankhon Ka Chal Gaya Jadoo,Gunda,"Kumar Sanu, Kavita Krishnamurthy"
Raju Awara,Gunda Mawali,"Kumar Sanu, Alka Yagnik"
Tera Naam Pasand Hai,Gunda Mawali,"Kumar Sanu, Poornima"
Yeh Zindagi Ka Usool Hai,Gunda Mawali,Kumar Sanu
Bahar Baras Raha Hai Pani,Gundagardi,"Kumar Sanu, Alka Yagnik, Sadhana Sargam, Kavita Krishnamurthy"
Bheja Jo Pyar Aapne,Gundagardi,Kumar Sanu
Jaadu Bhari Teri Aankhen Sanam,Gundagardi,Kumar Sanu
Sooraj Ka Ishq Din Se,Gundagardi,Kumar Sanu
Ye Resham Ki,Gundagardi,Kumar Sanu
Cham Ke Dhup,Gundaraj,Kumar Sanu
Dhadke Dhadke Mera,Gundaraj,Kumar Sanu
Ek Nigah Mein,Gundaraj,"Kumar Sanu, Alisha Chinai, Alka Yagnik, Sadhana Sargam"
I Love You,Gundaraj,Kumar Sanu
Mujhe Tum Se,Gundaraj,Kumar Sanu
Dil Huwa Beqarar,Gunehgar,Kumar Sanu
Keh Do Na Ki Tumse Pyar Hai,Gunehgar,Kumar Sanu
Wada Karo Yeh,Gunehgar,"Kumar Sanu, Alka Yagnik, Sadhna Sargam"
Do Raazi,Guns & Gulaabs,Kumar Sanu
Mere Khwabon Mein Tu,Gupt: The Hidden Truth,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Yeh Pyaar Kya Hai,Gupt: The Hidden Truth,Kumar Sanu
Hum Pyaar Hain Tumhare,Haan Maine Bhi Pyaar Kiya,"Kumar Sanu, Alka Yagnik, Sarika Kapoor"
Zindagi Ko Bina Pyaar,Haan Maine Bhi Pyaar Kiya,Kumar Sanu
Kya Hoti Hai Pyar Ki Hadh,Hadh: Life on the Edge of Death,"Kumar Sanu, Alka Yagnik"
Aye Haseena Tera,Hafta Bandh,Kumar Sanu
Dekho Jidhar Bhi,Hafta Bandh,Kumar Sanu
Gagan Choo Lo Mei,Hafta Vasuli,"Kumar Sanu, Kavita Krishnamurthy"
Gore Gore Gaal,Hahakaar,"Kumar Sanu, Alka Yagnik"
Tumko Dekha To,Hamara Dil Aapke Paas Hai,"Kumar Sanu, Alka Yagnik"
Aisa Bhi Hota Hai,Hamari Shadi,Kumar Sanu
Nagar Hai Ye To,Hamari Shadi,Kumar Sanu
Aisa Milan Kal Ho Na Ho,Hameshaa,Kumar Sanu
Dil Tujhpe Fida,Hameshaa,"Kumar Sanu, Sadhana Sargam, Alka Yagnik"
Hameshaa Hameshaa,Hameshaa,Kumar Sanu
O Yaara O Yaara,Hanste Khelte,Kumar Sanu
Le Pappiyan Jhappiyan,Haqeeqat,Kumar Sanu
Main Tere Dil Mein,Haqeeqat,Kumar Sanu
Mele Lage Hue Hain,Haqeeqat,"Kumar Sanu, Alka Yagnik"
O Jane Jaan,Haqeeqat,Kumar Sanu
Dekhi Jitni Haseena,Haseena No.1,Kumar Sanu
Hum Tum Razi Honge,Haseena No.1,"Kumar Sanu, Anjana Mehrishi"
Mat Poochh Mere Mehboob,Hasti,"Kumar Sanu, Mukul Agarwal, Sadhana Sargam"
Khabar Chhap Jayegi,Hatya,Kumar Sanu
Kitna Intezar Tera Aur,Hatya,Kumar Sanu
Yun Hafte Hafte Milna,Hatya,"Kumar Sanu, Alka Yagnik"
Laal Batti Ke,Hatyara,Kumar Sanu
O Sanam Tu Le Kasam,Hatyara,"Kumar Sanu, Sapna Mukherjee"
Teri Chunariya,Hello Brother,"Kumar Sanu, Alka Yagnik"
Deewana Deewana Mein Tera,Hero Hindustani,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Hero Hindustani Hero,Hero Hindustani,Kumar Sanu
Jashna Hai Mohabbat Ka,Hero Hiralal,Kumar Sanu
Main Tujhko Bhaga Laya,Hero No. 1,Kumar Sanu
Saton Janam Tujko Paate,Hero No. 1,"Kumar Sanu, Alka Yagnik"
Kuku Kuku Kuku Kuru,Himmat,Kumar Sanu
Mujhe Tujse Kuch,Himmat,Kumar Sanu
Saathiya Bin Tere Dil,Himmat,"Kumar Sanu, Alka Yagnik"
Aapke Samne,Himmatvar,"Kumar Sanu, Alka Yagnik"
Main To Tere Pyar Mein,Himmatwala,"Kumar Sanu, Kavita Krishnamurthy"
Galon Se Khelun Main,Hitler,"Kumar Sanu, Sadhana Sargam"
Jab Tum Mere,Hote Hote Pyar Ho Gaya,Kumar Sanu
Buddha Ghar Mein Hain,Hukamnama,"Kumar Sanu, Kavita Krishnamurthy"
Pehli Dafaa Is Dil Mein,Hulchul,"Kumar Sanu, Alka Yagnik"
Hum Aapke Dil Mein Rehte Hain,Hum Aapke Dil Mein Rehte Hain,Kumar Sanu
Kasam Se Kasam Se,Hum Aapke Dil Mein Rehte Hain,"Kumar Sanu, Anuradha Paudwal"
Zara Aankhon Mein,Hum Aapke Dil Mein Rehte Hain,Kumar Sanu
Aaj Humare Dil Mein,Hum Aapke Hain Koun,"Kumar Sanu, Lata Mangeshkar"
Hey Tune Mujhe Pehli Nazar,Hum Anaaree Hain,"Kumar Sanu, Alka Yagnik"
Phir Aashiqui Ki Had Se Guzar,Hum Anaaree Hain,"Kumar Sanu, Poornima"
Dekho Dekho College Mein Ek Ladki,Hum Deewane Pyar Ke,Kumar Sanu
Hum Hai Deewane,Hum Deewane Pyar Ke,Kumar Sanu
Humne Tumko Apna Banaya,Hum Deewane Pyar Ke,Kumar Sanu
Paani Tere Hothon Se Tapka,Hum Deewane Pyar Ke,"Kumar Sanu, Alka Yagnik, Udit Narayan"
Aankhon Ki Gustakhiyan,Hum Dil De Chuke Sanam,"Kumar Sanu, Kavita Krishnamurthy"
Aao Milke Ise Chalayein,Hum Dono,Kumar Sanu
Ek Ladki Hai Deewani Si,Hum Dono,Kumar Sanu
Pyar Ki Gaadi,Hum Dono,"Kumar Sanu, Udit Narayan, Sadhana Sargam, Poornima"
Chehra Kahe Dil Ki,Hum Hai Premi,"Kumar Sanu, Alka Yagnik, Ila Arun"
Sarkaile Khatia,Hum Hai Premi,Kumar Sanu
Tere Pyar Mein Mera Naam,Hum Hai Premi,Kumar Sanu
Tere Pyar Mein Paagal,Hum Hai Premi,Kumar Sanu
Yeh Vaada Kiya Hum Ne,Hum Hai Premi,Kumar Sanu
Tujhse Kya Chori Hai,Hum Hain Bemisaal,"Kumar Sanu, Sadhana Sargam"
Bas Yahi Jee Chahta Hai,Hum Hain Kamaal Ke,"Kumar Sanu, Alka Yagnik"
Nazrien Milake Tune,Hum Hain Khalnayak,"Kumar Sanu, Chandrani Mukherjee"
Chikni Soorat Tu Kahan Tha,Hum Hain Rahi Pyar Ke,Kumar Sanu
Ghunghat Ki Aad Se,Hum Hain Rahi Pyar Ke,"Kumar Sanu, Alka Yagnik"
Mujhse Mohabbat Ka Izhar,Hum Hain Rahi Pyar Ke,"Kumar Sanu, Alka Yagnik"
Yunhi Kat Jaayega Safar Saath,Hum Hain Rahi Pyar Ke,"Kumar Sanu, Alka Yagnik"
Der Se Hua (Male),Hum Ho Gaye Aapke,Kumar Sanu
Hum Ho Gaye Aapke,Hum Ho Gaye Aapke,"Kumar Sanu, Alka Yagnik"
Pehli Baar Dil Yun,Hum Ho Gaye Aapke,Kumar Sanu
Chhote Chhote Bhaiyon Ke,Hum Saath Saath Hain,Kumar Sanu
Hum Saath Saath Hain,Hum Saath Saath Hain,"Kumar Sanu, Udit Narayan, Anuradha Paudwal, Hariharan, Alka Yagnik, Kavita Krishnamurthy"
Mhare Hiwda,Hum Saath Saath Hain,Kumar Sanu
Saawli Saloni Teri,Hum Sab Chor Hain,"Kumar Sanu, Alka Yagnik, Ila Arun, Kavita Krishnamurthy"
Tota Se Lad Gaye,Hum Sab Chor Hain,Kumar Sanu
Ho Jati Hai Jisse Mohabbat,Hum To Chale Pardes,Kumar Sanu
Saajan Ka Sandes Liye,Hum To Chale Pardes,Kumar Sanu
Title Song,Hum To Hue Hain Tumhare,"Kumar Sanu, Pamela Jain"
Suno Suno Kaho Kaho,Hum To Mohabbat Karega,Kumar Sanu
Tere Aagey Peechey,Hum To Mohabbat Karega,"Kumar Sanu, Alka Yagnik"
Yeh Khushi Ki Mehfil,Hum To Mohabbat Karega,Kumar Sanu
Gale Mein Laal Taai,Hum Tumhare Hain Sanam,"Kumar Sanu, Bela Sulakhe"
Chori Se Dil Ko,Humko Tumse Pyaar Hai,Kumar Sanu
Humko Tumse Pyaar Hai,Humko Tumse Pyaar Hai,"Kumar Sanu, Alka Yagnik, Anand Raj Anand"
Hai Roshni Apki,Humraah,"Kumar Sanu, R.pandit"
Sanam Mere Humraaz,Humraaz,"Kumar Sanu, Alka Yagnik"
Hum Lakh Chhupayein,Humsey Hai Jahaan,"Kumar Sanu, Sunidhi Chauhan"
Ishq Jab Ek,Hungama,Kumar Sanu
Sounga Na Sone Doonga,Ikke Pe Ikka,Kumar Sanu
Chaha To Bahut,Imtihaan,"Kumar Sanu, Bela Sulakhe, Alka Yagnik"
Chhoodake Daman To,Imtihaan,Kumar Sanu
Do Baaten Ho Sakti Hain,Imtihaan,Kumar Sanu
Is Tarah Aashiqui Ka Asar,Imtihaan,Kumar Sanu
Aap Humse Pyar Karne Lage,Indian Babu,Kumar Sanu
Aaya Dulha Aaya,Indian Babu,Kumar Sanu
Dil Mera Dil Mera Dil,Indian Babu,Kumar Sanu
Mere Sang Sang,Indian Babu,"Kumar Sanu, Alka Yagnik, Sarika Kapoor, Nirja Pandit"
Aankhon Mein Pali,Insaaf Ki Devi,"Kumar Sanu, Alka Yagnik"
Aankhon Mein Pali 2,Insaaf Ki Devi,"Kumar Sanu, Alka Yagnik"
Haule Haule,Insaniyat,Kumar Sanu
Saathi Tera Pyar Pooja Hai,Insaniyat,"Kumar Sanu, Sadhana Sargam, Mohammad Aziz, Sapna Mukherjee"
