Song,Film/Album,Artists
Tere Ghar Ke Samne,Tere Ghar Ke Samne,Mohammed Rafi
Tu Kahan Ye Bata,Tere Ghar Ke Samne,Mohammed Rafi
Pal Do Pal Ka Saath Humara,The Burning Train,"Mohammed Rafi, Asha Bhosle"
Jawanian Yeh Mast Mast,Tumsa Nahin Dekha,Mohammed Rafi
Sar Par Topi Lal,Tumsa Nahin Dekha,"Asha Bhosle, Mohammed Rafi"
Tumsa Nahin Dekha,Tumsa Nahin Dekha,Mohammed Rafi
Janam Janam Ka Saath Hai,Tumse Achha Kaun Hai,Mohammed Rafi
Kiss Kiss Se Pyar Karoon,Tumse Achha Kaun Hai,Mohammed Rafi
Tumse Achha Kaun Hai,Tumse Achha Kaun Hai,Mohammed Rafi
Mujhe Ishq Hai Tujhi Se,Ummeed,Mohammed Rafi
Ek Tera Saath Humko,Wapas,Lata Mangeshkar
Chura Liya Hai Tumne Jo Dil Ko,Yaadon Ki Baaraat,"Asha Bhosle, Mohammed Rafi"
Yaadon Ki Baaraat,Yaadon Ki Baaraat,"Kishore Kumar, Mohammed Rafi"
Diwane Hai Diwanon Ko,Zanjeer,Mohammed Rafi
